Код_товару;Назва_позиції;Назва_позиції_укр;Пошукові_запити;Пошукові_запити_укр;Опис;Опис_укр;Тип_товару;Ціна;Валюта;Одиниця_виміру;Мінімальний_обсяг_замовлення;Оптова_ціна;Мінімальне_замовлення_опт;Посилання_зображення;Наявність;Кількість;Номер_групи;Назва_групи;Посилання_підрозділу;Можливість_поставки;Термін_поставки;Спосіб_пакування;Спосіб_пакування_укр;Унікальний_ідентифікатор;Ідентифікатор_товару;Ідентифікатор_підрозділу;Ідентифікатор_групи;Виробник;Країна_виробник;Знижка;ID_групи_різновидів;Особисті_нотатки;Продукт_на_сайті;Термін_дії_знижки_від;Термін_дії_знижки_до;Ціна_від;Ярлик;HTML_заголовок;HTML_заголовок_укр;HTML_опис;HTML_опис_укр;Код_маркування_(GTIN);Номер_пристрою_(MPN);Вага,кг;Ширина,см;Висота,см;Довжина,см;Де_знаходиться_товар;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики
203608;Корпус пластиковый 24 модульный встроенный AP-UEA;Корпус пластиковий 24 модульний вбудований AP-UEA;Корпус AP-, UEA Корпус AP-, Корпус AP- UEA, электрощит uea, uea электрощит, электрощит модульный, распределительный щит, щиток электрический, шкаф электрощита, щит для дома, щит распределительный, корпус электрощита, щиток настенный;Корпус AP-, UEA Корпус AP-, Корпус AP- UEA, електрощит uea, uea електрощит, електрощит модульний, розподільчий щит, щиток електричний, шафа електрощита, щит для дому, щит розподільчий, корпус електрощита, щиток настінний;● Тип монтажа Встроенный,<br/><br/>● Количество модулей 24,<br/><br/>● Габариты (ВхШхГ) 337х295х100,<br/><br/>● Степень защиты – IP IP40,<br/><br/>● Материал корпуса Пластик;● Тип монтажу Вбудований,<br/><br/>● Кількість модулів 24,<br/><br/>● Габарити (ВхШхГ) 337х295х100,<br/><br/>● Ступінь захисту - IP IP40,<br/><br/>● Матеріал корпусу Пластик;r;13,44;USD;шт.;;;;https://images.prom.ua/7218584354_korpus-plastikovyj-24.jpg;+;6;152133464;Модульные электрощиты;https://prom.ua/Raspredelitelnye-schity;;;;;2983439724;99-00017890;50904;;UEA;Китай;;;V;https://oniks.org.ua/p2983439724-korpus-plastikovyj-modulnyj.html;;;-;;;;;;;;1.200;10.0;30.0;34.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203749;Удлинитель NA-UEA 6-гнізд 3 м;Подовжувач NA-UEA 6-гнізд 3 м;6-ГНІЗД, UEA 6-ГНІЗД, 6-ГНІЗД UEA, удлинитель uea, uea удлинитель, удлинитель электрический, кабель удлинитель, удлинитель с розетками, удлинитель для дома, удлинитель силовой, удлинитель на катушке, кабель удлинитель длинный, удлинитель для техники;6-ГНІЗД, UEA 6-ГНІЗД, 6-ГНІЗД UEA, подовжувач uea, uea подовжувач, подовжувач електричний, кабель подовжувач, подовжувач з розетками, подовжувач для дому, подовжувач силовий, подовжувач на котушці, кабель подовжувач довгий, подовжувач для техніки;● Удлинитель с заземлением,<br/>● Длина 3 м,<br/>● 6 гнезда с/з.;● Подовжувач із заземленням,<br/>● Довжина 3 м,<br/>● 6 гнізда з/з.;r;4,56;USD;шт.;;;;https://images.prom.ua/7218586059_udlinitel-na-uea-6-gnizd.jpg;+;2;152196244;Вилки, колодки, удлинители;https://prom.ua/Udliniteli-elektricheskie;;;;;2983439743;99-00018334;513;;UEA;Китай;;;V;https://oniks.org.ua/p2983439743-udlinitel-uea-gnizd.html;;;-;;;;;;;;0.440;12.0;4.0;31.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203601;Корпус пластиковый 24 модульный навесной UEA;Корпус пластиковий 24 модульний навісний UEA;Корпус, UEA Корпус, Корпус UEA, электрощит uea, uea электрощит, электрощит модульный, распределительный щит, щиток электрический, шкаф электрощита, щит для дома, щит распределительный, корпус электрощита, щиток настенный;Корпус, UEA Корпус, Корпус UEA, електрощит uea, uea електрощит, електрощит модульний, розподільчий щит, щиток електричний, шафа електрощита, щит для дому, щит розподільчий, корпус електрощита, щиток настінний;● Тип монтажа Навесной,<br/>● Количество модулей 24,<br/>● Степень защиты IP40;● Тип монтажу Навісний,<br/>● Кількість модулів 24,<br/>● Ступінь захисту IP40;r;13,44;USD;шт.;;;;https://images.prom.ua/7218584200_korpus-plastikovyj-24.jpg;+;2;152133464;Модульные электрощиты;https://prom.ua/Raspredelitelnye-schity;;;;;2983440289;99-00022412;50904;;UEA;Китай;;;V;https://oniks.org.ua/p2983440289-korpus-plastikovyj-modulnyj.html;;;-;;;;;;;;1.100;30.0;10.0;32.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203234;Кабель для солнечных панелей H1Z2Z2-K 1x 6 красный (NKK) бухта 50 м;Кабель для сонячних панелей H1Z2Z2-K 1x 6 червоний (NKK) бухта 50 м;H1Z2Z2-K, Nippon Kabel H1Z2Z2-K, H1Z2Z2-K Nippon Kabel, кабель солнечный nippon kabel, nippon kabel кабель солнечный, кабель для солнечных панелей, кабель pv, провод для солнечной системы, кабель солнечный, кабель для панелей, провод pv системы, кабель для генерации энергии, кабель для солнечных модулей;H1Z2Z2-K, Nippon Kabel H1Z2Z2-K, H1Z2Z2-K Nippon Kabel, кабель сонячний nippon kabel, nippon kabel кабель сонячний, кабель для сонячних панелей, кабель pv, провід для сонячної системи, кабель сонячний, кабель для панелей, провід pv системи, кабель для генерації енергії, кабель для сонячних модулів;● Вес кабеля (kg/km) 75,<br/>● Наружный диаметр (mm) 6,1,<br/>● Допустимая токовая нагрузка (A) 70,<br/>● Электрическое сопротивление жили пост. тока, при +20°C (Ω/km) 3,39;● Вага кабелю (kg/km) 75,<br/>● Зовнішній діаметр (mm) 6,1,<br/>● Допустиме струмове навантаження (A) 70,<br/>● Електричний опір жили пост. струму при +20°C (Ω/km) 3,39;r;84,52;USD;шт.;;;;https://images.prom.ua/7218585450_kabel-dlya-solnechnyh.jpg;+;2;140905382;Безопасность и комфорт;https://prom.ua/Silovoj-kabel;;;;;2983777549;prom_99-10029501;14190408;;Nippon Kabel;Японія;;;Vmin, V;https://oniks.org.ua/p2983777549-kabel-dlya-solnechnyh.html;;;-;;;;;;;;3.820;30.0;7.0;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204064;Кран LifeSaver Jerrycan Tap Army Green;Кран LifeSaver Jerrycan Tap Army Green;Кран Jerrycan, LifeSaver Кран Jerrycan, Кран Jerrycan LifeSaver, очиститель воды lifesaver, lifesaver очиститель воды, очиститель воды, фильтр для воды, система очистки воды, фильтр питьевой воды, фильтр под мойку, очистка воды бытовая, фильтр воды система, очиститель воды домашний;Кран Jerrycan, LifeSaver Кран Jerrycan, Кран Jerrycan LifeSaver, очищувач води lifesaver, lifesaver очищувач води, очищувач води, фільтр для води, система очищення води, фільтр питної води, фільтр під мийку, очищення води побутове, фільтр води система, очищувач води домашній;Кран LifeSaver Jerrycan для использования с канистрой LifeSaver.;Кран LifeSaver Jerrycan для використання з LifeSaver Jerrycan.;r;15,42;USD;шт.;;;;https://images.prom.ua/7218585107_kran-lifesaver-jerrycan.jpg, https://images.prom.ua/7218585108_kran-lifesaver-jerrycan.jpg, https://images.prom.ua/7218584858_kran-lifesaver-jerrycan.jpg;+;5;152209839;Очистители воды;https://prom.ua/Bytovye-filtry-kompleksnoj-ochistki-vody;;;;;2983439092;99-00014018;13240415;;LifeSaver;Великобританія;;;V;https://oniks.org.ua/p2983439092-kran-lifesaver-jerrycan.html;;;-;;;;;;;;0.100;10.0;7.0;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201290;Кнопка выхода PBK-810A;Кнопка виходу PBK-810A;-810A, PBK -810A, -810A PBK, кнопка выхода pbk, pbk кнопка выхода, кнопка выхода контактная, кнопка выхода механическая, кнопка выхода для двери, кнопка открытия двери, кнопка выхода накладная, кнопка выхода система доступа, кнопка управления дверью, кнопка выхода проводная;-810A, PBK -810A, -810A PBK, кнопка виходу pbk, pbk кнопка виходу, кнопка виходу контактна, кнопка виходу механічна, кнопка виходу для дверей, кнопка відкриття дверей, кнопка виходу накладна, кнопка виходу система доступу, кнопка керування дверима, кнопка виходу провідна;Кнопка выхода, врезная, NO/NC/COM, нержавейка, макс.напряжение и ток коммутации 36В/3A, ресурс 500000 срабатываний, 90х35х20мм;Кнопка виходу, врізна, NO / NC / COM, нержавіюча, макс.напруга і ток комутації 36В / 3A, ресурс 500000 спрацьовувань, 90х35х20мм;r;8,06;USD;шт.;;;;https://images.prom.ua/6750368516_knopka-vyhoda-pbk-810a.jpg;+;2;140905382;Безопасность и комфорт;https://prom.ua/Trevozhnye-knopki-i-knopki-vyhoda;;;;;2911271278;prom_99-00005927;302308;;PBK;Китай;;;Vmin, V;https://oniks.org.ua/p2911271278-knopka-vyhoda-pbk.html;;;-;;;;;;;;0.300;9.0;3.5;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
204062;Кран LifeSaver Jerrycan Tap Black;Кран LifeSaver Jerrycan Tap Black;Кран Jerrycan, LifeSaver Кран Jerrycan, Кран Jerrycan LifeSaver, очиститель воды lifesaver, lifesaver очиститель воды, очиститель воды, фильтр для воды, система очистки воды, фильтр питьевой воды, фильтр под мойку, очистка воды бытовая, фильтр воды система, очиститель воды домашний;Кран Jerrycan, LifeSaver Кран Jerrycan, Кран Jerrycan LifeSaver, очищувач води lifesaver, lifesaver очищувач води, очищувач води, фільтр для води, система очищення води, фільтр питної води, фільтр під мийку, очищення води побутове, фільтр води система, очищувач води домашній;Кран LifeSaver Jerrycan для использования с канистрой LifeSaver.;Кран LifeSaver Jerrycan для використання з LifeSaver Jerrycan.;r;15,42;USD;шт.;;;;https://images.prom.ua/7218584855_kran-lifesaver-jerrycan.jpg, https://images.prom.ua/7218584856_kran-lifesaver-jerrycan.jpg;+;7;152209839;Очистители воды;https://prom.ua/Bytovye-filtry-kompleksnoj-ochistki-vody;;;;;2983439093;99-00014019;13240415;;LifeSaver;Великобританія;;;V;https://oniks.org.ua/p2983439093-kran-lifesaver-jerrycan.html;;;-;;;;;;;;0.100;10.0;7.0;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203750;Удлинитель NA-UEA 4-гнізда 2 м;Подовжувач NA-UEA 4-гнізда 2 м;4-ГНІЗДА, UEA 4-ГНІЗДА, 4-ГНІЗДА UEA, удлинитель uea, uea удлинитель, удлинитель электрический, кабель удлинитель, удлинитель с розетками, удлинитель для дома, удлинитель силовой, удлинитель на катушке, кабель удлинитель длинный, удлинитель для техники;4-ГНІЗДА, UEA 4-ГНІЗДА, 4-ГНІЗДА UEA, подовжувач uea, uea подовжувач, подовжувач електричний, кабель подовжувач, подовжувач з розетками, подовжувач для дому, подовжувач силовий, подовжувач на котушці, кабель подовжувач довгий, подовжувач для техніки;● Удлинитель с заземлением,<br/>● Длина 2 м,<br/>● 4 гнезда с/з.;● Подовжувач із заземленням,<br/>● Довжина 2 м,<br/>● 4 гнізда з/з.;r;6,34;USD;шт.;;;;https://images.prom.ua/7218585715_udlinitel-na-uea-4-gnizda.jpg;+;5;152196244;Вилки, колодки, удлинители;https://prom.ua/Udliniteli-elektricheskie;;;;;2983439740;99-00018331;513;;UEA;Китай;;;V;https://oniks.org.ua/p2983439740-udlinitel-uea-gnizda.html;;;-;;;;;;;;0.320;10.0;4.0;22.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203736;Удлинитель NA-UEA 3-гнізда 3 м з кнопкою;Подовжувач NA-UEA 3-гнізда 3 м з кнопкою;3-ГНІЗДА, UEA 3-ГНІЗДА, 3-ГНІЗДА UEA, удлинитель uea, uea удлинитель, удлинитель электрический, кабель удлинитель, удлинитель с розетками, удлинитель для дома, удлинитель силовой, удлинитель на катушке, кабель удлинитель длинный, удлинитель для техники;3-ГНІЗДА, UEA 3-ГНІЗДА, 3-ГНІЗДА UEA, подовжувач uea, uea подовжувач, подовжувач електричний, кабель подовжувач, подовжувач з розетками, подовжувач для дому, подовжувач силовий, подовжувач на котушці, кабель подовжувач довгий, подовжувач для техніки;● Удлинитель с заземлением,<br/>● Длина 3 м,<br/>● 3 гнезда с/з.;● Подовжувач із заземленням,<br/>● Довжина 3 м,<br/>● 3 гнізда з/з.;r;9,31;USD;шт.;;;;https://images.prom.ua/7218585960_udlinitel-na-uea-3-gnizda.jpg;+;2;152196244;Вилки, колодки, удлинители;https://prom.ua/Udliniteli-elektricheskie;;;;;2983439744;99-00018336;513;;UEA;Китай;;;V;https://oniks.org.ua/p2983439744-udlinitel-uea-gnizda.html;;;-;;;;;;;;0.400;11.0;5.0;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203796;Розетка стационарная внешняя UEA 115 16А 380В 3Р+N+Е IP44;Розетка стаціонарна зовнішня UEA 115 16А 380В 3Р+N+Е IP44;3Р+N+Е, UEA 3Р+N+Е, 3Р+N+Е UEA, розетка uea, uea розетка, розетка электрическая, розетка настенная, розетка силовая, розетка для дома, розетка с заземлением, розетка двойная, розетка встроенная, розетка электрическая бытовая;3Р+N+Е, UEA 3Р+N+Е, 3Р+N+Е UEA, розетка uea, uea розетка, розетка електрична, розетка настінна, розетка силова, розетка для дому, розетка із заземленням, розетка подвійна, розетка вбудована, розетка електрична побутова;● Напряжение, В 380,<br/>● Наличие крышки с крышкой,<br/>● Тип монтажа стационарный,<br/>● Степень защиты – IP 44,<br/>● Контакты силовой розетки 3P+Е+N,<br/>● Ампераж 16А;● Напруга, В 380,<br/>● Наявність кришки з кришкою,<br/>● Тип монтажу стаціонарний,<br/>● Ступінь захисту – IP 44,<br/>● Контакти розетки 3P+Е+N,<br/>● Ампераж 16А;r;2,97;USD;шт.;;;;https://images.prom.ua/7218586617_rozetka-statsionarnaya-vneshnyaya.jpg;+;1;152196244;Вилки, колодки, удлинители;https://prom.ua/Udliniteli-elektricheskie;;;;;2983448200;99-10033484;513;;UEA;Китай;;;V;https://oniks.org.ua/p2983448200-rozetka-statsionarnaya-vneshnyaya.html;;;-;;;;;;;;0.160;9.0;7.0;14.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203733;Колодка NA-UEA 3-гнізда з кнопкою;Колодка NA-UEA 3-гнізда з кнопкою;3-ГНІЗДА, UEA 3-ГНІЗДА, 3-ГНІЗДА UEA, удлинитель uea, uea удлинитель, удлинитель электрический, кабель удлинитель, удлинитель с розетками, удлинитель для дома, удлинитель силовой, удлинитель на катушке, кабель удлинитель длинный, удлинитель для техники;3-ГНІЗДА, UEA 3-ГНІЗДА, 3-ГНІЗДА UEA, подовжувач uea, uea подовжувач, подовжувач електричний, кабель подовжувач, подовжувач з розетками, подовжувач для дому, подовжувач силовий, подовжувач на котушці, кабель подовжувач довгий, подовжувач для техніки;● Номинальный ток 16А,<br/>● С заземлением,<br/>● 3 гнезда с/з.;● Номінальний струм 16А,<br/>● Із заземленням,<br/>● 3 гнізда з/з.;r;3,73;USD;шт.;;;;https://images.prom.ua/7218585954_kolodka-na-uea-3-gnizda.jpg;+;10000;152196244;Вилки, колодки, удлинители;https://prom.ua/Udliniteli-elektricheskie;;;;;2983439736;99-00018326;513;;UEA;Китай;;;V;https://oniks.org.ua/p2983439736-kolodka-uea-gnizda.html;;;-;;;;;;;;0.120;4.5;4.0;18.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
