Код_товару;Назва_позиції;Назва_позиції_укр;Пошукові_запити;Пошукові_запити_укр;Опис;Опис_укр;Тип_товару;Ціна;Валюта;Одиниця_виміру;Мінімальний_обсяг_замовлення;Оптова_ціна;Мінімальне_замовлення_опт;Посилання_зображення;Наявність;Кількість;Номер_групи;Назва_групи;Посилання_підрозділу;Можливість_поставки;Термін_поставки;Спосіб_пакування;Спосіб_пакування_укр;Унікальний_ідентифікатор;Ідентифікатор_товару;Ідентифікатор_підрозділу;Ідентифікатор_групи;Виробник;Країна_виробник;Знижка;ID_групи_різновидів;Особисті_нотатки;Продукт_на_сайті;Термін_дії_знижки_від;Термін_дії_знижки_до;Ціна_від;Ярлик;HTML_заголовок;HTML_заголовок_укр;HTML_опис;HTML_опис_укр;Код_маркування_(GTIN);Номер_пристрою_(MPN);Вага,кг;Ширина,см;Висота,см;Довжина,см;Де_знаходиться_товар;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики;Назва_Характеристики;Одиниця_виміру_Характеристики;Значення_Характеристики
203213;Болты шестигранные Photonica М10х200 А2 (DW-10-200);Болти шестигранні Photonica М10х200 А2 (DW-10-200);DW-10-200, Photonica DW-10-200, DW-10-200 Photonica, крепление солнечных панелей photonica, photonica крепление солнечных панелей, крепление солнечных панелей, монтаж солнечных панелей, держатель панелей солнечных, крепеж солнечных модулей, система крепления pv, монтажный комплект панелей, кронштейн для солнечных панелей, крепеж для крыши солнечных панелей;DW-10-200, Photonica DW-10-200, DW-10-200 Photonica, кріплення сонячних панелей photonica, photonica кріплення сонячних панелей, кріплення сонячних панелей, монтаж сонячних панелей, тримач панелей сонячних, кріплення сонячних модулів, система кріплення pv, монтажний комплект панелей, кронштейн для сонячних панелей, кріплення для даху сонячних панелей;Болты шестигранные М10х200 А2 (DW-10-200);Болти шестигранні М10х200 А2 (DW-10-200);r;2,83;USD;шт.;;;;https://images.prom.ua/7218585279_bolty-shestigrannye-photonica.jpg;+;3;140905382;Безопасность и комфорт;https://prom.ua/Fotoelementy-i-solnechnye-paneli;;;;;2983777528;prom_99-00021627;52806;;Photonica;Україна;;;Vmin, V;https://oniks.org.ua/p2983777528-bolty-shestigrannye-photonica.html;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203034;Рек 12U (пара) к шкафам (с маркировкой, винтом заземления) MGSWA;Рек 12U (пара) до шаф (з маркуванням, гвинтом заземлення) MGSWA;12U, MGSWA 12U, 12U MGSWA, оборудование серверное mgswa, mgswa оборудование серверное, оборудование серверной, аксессуары серверного шкафа, комплектующие серверной, оборудование стойки, элементы серверного шкафа, оборудование для стойки, аксессуары серверные, комплектующие шкафа;12U, MGSWA 12U, 12U MGSWA, обладнання серверне mgswa, mgswa обладнання серверне, обладнання серверної, аксесуари серверної шафи, комплектуючі серверної, обладнання стійки, елементи серверної шафи, обладнання для стійки, аксесуари серверні, комплектуючі шафи;● Изготовлены из листового металла толщиной 1,5 мм,<br/><br/>● Вес: 1,18 кг.;● Виготовлені з листового металу товщиною 1,5 мм,<br/><br/>● Вага: 1,18 кг.;r;17,24;USD;шт.;;;;https://images.prom.ua/7218584219_rek-12u-para.jpg, https://images.prom.ua/7218584220_rek-12u-para.jpg;+;3;140905382;Безопасность и комфорт;https://prom.ua/Aksessuary-i-komplektuyuschie-dlya-servernogo-oborudovaniya;;;;;2983777383;prom_99-00016100;70308;;MGSWA;Китай;;;Vmin, V;https://oniks.org.ua/p2983777383-rek-12u-para.html;;;-;;;;;;;;1.200;10.0;4.0;56.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203750;Удлинитель NA-UEA 4-гнізда 2 м;Подовжувач NA-UEA 4-гнізда 2 м;4-ГНІЗДА, UEA 4-ГНІЗДА, 4-ГНІЗДА UEA, удлинитель uea, uea удлинитель, удлинитель электрический, кабель удлинитель, удлинитель с розетками, удлинитель для дома, удлинитель силовой, удлинитель на катушке, кабель удлинитель длинный, удлинитель для техники;4-ГНІЗДА, UEA 4-ГНІЗДА, 4-ГНІЗДА UEA, подовжувач uea, uea подовжувач, подовжувач електричний, кабель подовжувач, подовжувач з розетками, подовжувач для дому, подовжувач силовий, подовжувач на котушці, кабель подовжувач довгий, подовжувач для техніки;● Удлинитель с заземлением,<br/>● Длина 2 м,<br/>● 4 гнезда с/з.;● Подовжувач із заземленням,<br/>● Довжина 2 м,<br/>● 4 гнізда з/з.;r;6,94;USD;шт.;;;;https://images.prom.ua/7218585715_udlinitel-na-uea-4-gnizda.jpg;+;5;140905382;Безопасность и комфорт;https://prom.ua/Udliniteli-elektricheskie;;;;;2983777990;prom_99-00018331;513;;UEA;Китай;;;Vmin, V;https://oniks.org.ua/p2983777990-udlinitel-uea-gnizda.html;;;-;;;;;;;;0.320;10.0;4.0;22.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203224;Комплект креплений к металлочерепице MetalTile V;Комплект кріплень до металочерепиці MetalTile V;MetalTile, МП MetalTile, MetalTile МП, комплектующие солнечных панелей мп, мп комплектующие солнечных панелей, комплектующие солнечных панелей, аксессуары солнечных систем, элементы солнечной системы, кабели для солнечных панелей, разъемы для солнечных панелей, оборудование для солнечных систем, запчасти солнечных панелей, компоненты pv;MetalTile, МП MetalTile, MetalTile МП, комплектуючі сонячних панелей мп, мп комплектуючі сонячних панелей, комплектуючі сонячних панелей, аксесуари сонячних систем, елементи сонячної системи, кабелі для сонячних панелей, роз'єми для сонячних панелей, обладнання для сонячних систем, запчастини сонячних панелей, компоненти pv;Универсальный комплект, предназначенный для наклонных кровель из металлочерепицы, профнастила, шифера или ондулина. Монтаж профиля осуществляется с помощью кронштейна крепления к металлочерепице. В кровле сверлится отверстие, в которое вкручивается шуруп-винт. Гайкой прижимается резиновый уплотнитель, обеспечивающий герметичность. Шуруп-винт соединяется с монтажным профилем через угол. Положение угольника регулируется и фиксируется гайками.;Універсальний комплект, що призначений для похилих покрівель з металочерепиці, профнастилу, шифера, чи ондуліна. Монтаж профілю здійснюється за допомогою кронштейна кріплення до металочерепиці. В покрівлі свердлиться отвір, в який вкручується шуруп-гвинт. Гайкою притискається гумовий ущільнювач, що забезпечує герметичність. Шуруп-гвинт з’єднується з монтажним профілем через кутник. Положення кутника регулюється і фіксується гайками.;r;22,27;USD;шт.;;;;https://images.prom.ua/7218585334_komplekt-kreplenij-k.jpg;+;10000;152084460;Комплектующие для солнечных панелей;https://prom.ua/Komplektuyuschie-dlya-alternativnyh-istochnikov-energii;;;;;2983439608;99-00015641;101003;;MetalTile;Китай;;;V;https://oniks.org.ua/p2983439608-komplekt-kreplenij-metallocherepitse.html;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203211;Комплект креплений к керамической черепице CeramicTile V;Комплект кріплень до керамічної черепиці CeramicTile V;крепление солнечных панелей ceramictile, ceramictile крепление солнечных панелей, крепление солнечных панелей, монтаж солнечных панелей, держатель панелей солнечных, крепеж солнечных модулей, система крепления pv, монтажный комплект панелей, кронштейн для солнечных панелей, крепеж для крыши солнечных панелей;кріплення сонячних панелей ceramictile, ceramictile кріплення сонячних панелей, кріплення сонячних панелей, монтаж сонячних панелей, тримач панелей сонячних, кріплення сонячних модулів, система кріплення pv, монтажний комплект панелей, кронштейн для сонячних панелей, кріплення для даху сонячних панелей;Комплект предназначен для монтажа на керамической черепице. Монтаж профиля осуществляется с помощью кронштейна крепления для керамочерепицы. Кронштейн выполнен из нержавеющей стали и удобно регулируется благодаря пазам. Прикручивается саморезами к обрешетке под черепицей, поэтому исключает протекание или повреждение крыши.ф;Комплект призначений для монтажу на керамічній черепиці. Монтаж профілю здійснюється за допомогою кронштейна кріплення для керамочерепиці. Кронштейн виконаний з нержавіючої сталі і зручно регулюється завдяки пазам. Прикручується саморізами до обрешітки під черепицею, тому виключає протікання, чи пошкодження даху.;r;38,62;USD;шт.;;;;https://images.prom.ua/7218585245_komplekt-kreplenij-k.jpg;+;3;152084460;Комплектующие для солнечных панелей;https://prom.ua/Komplektuyuschie-dlya-alternativnyh-istochnikov-energii;;;;;2983439610;99-00015646;101003;;CeramicTile;Китай;;;V;https://oniks.org.ua/p2983439610-komplekt-kreplenij-keramicheskoj.html;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203716;Удлинитель NA-UEA 4-гнізда 3 м з кнопкою;Подовжувач NA-UEA 4-гнізда 3 м з кнопкою;4-ГНІЗДА, UEA 4-ГНІЗДА, 4-ГНІЗДА UEA, удлинитель uea, uea удлинитель, удлинитель электрический, кабель удлинитель, удлинитель с розетками, удлинитель для дома, удлинитель силовой, удлинитель на катушке, кабель удлинитель длинный, удлинитель для техники;4-ГНІЗДА, UEA 4-ГНІЗДА, 4-ГНІЗДА UEA, подовжувач uea, uea подовжувач, подовжувач електричний, кабель подовжувач, подовжувач з розетками, подовжувач для дому, подовжувач силовий, подовжувач на котушці, кабель подовжувач довгий, подовжувач для техніки;● Удлинитель с заземлением,<br/>● Длина 3 м,<br/>● 4 гнезда с/з.;● Подовжувач із заземленням,<br/>● Довжина 3 м,<br/>● 4 гнізда з/з.;r;10,19;USD;шт.;;;;https://images.prom.ua/7218585717_udlinitel-na-uea-4-gnizda.jpg;+;5;140905382;Безопасность и комфорт;https://prom.ua/Udliniteli-elektricheskie;;;;;2983777959;prom_99-00018338;513;;UEA;Китай;;;Vmin, V;https://oniks.org.ua/p2983777959-udlinitel-uea-gnizda.html;;;-;;;;;;;;0.420;14.0;5.0;30.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201323;Считыватель СПКВ-04 EM-Marine;Зчитувач СПКВ-04 EM-Marine;EM-Marine, КС Мехатроникс EM-Marine, EM-Marine КС Мехатроникс, считыватель кс мехатроникс, кс мехатроникс считыватель, считыватель карт доступа, считыватель rfid, считыватель бесконтактных карт, считыватель ключей доступа, считыватель системы доступа, считыватель контроля доступа, считыватель proximity, считыватель rfid карт;EM-Marine, КС Мехатроникс EM-Marine, EM-Marine КС Мехатроникс, зчитувач кс мехатроникс, кс мехатроникс зчитувач, зчитувач карт доступу, зчитувач rfid, зчитувач безконтактних карт, зчитувач ключів доступу, зчитувач системи доступу, зчитувач контролю доступу, зчитувач proximity, зчитувач rfid карт;Marine 125кГц,<br/>Доступ по карте,<br/>Используется вместе с устройствами ДМП-01, ТМ-01, КСКД-4, КДО-02, КД-02,<br/>12V DC;Marine 125кГц,<br/>Доступ по карті,<br/>Використовується разом із пристроями ДМП-01, ТМ-01, КСКД-4, КДО-02, КД-02,<br/>12V DC;r;19,09;USD;шт.;;;;https://images.prom.ua/5433474784_schityvatel-spkv-04-em-marine.jpg;+;10000;127628173;Считыватели;https://prom.ua/Schityvateli;;;;;2863456084;99-00007844;301311;;КС Мехатроникс;Україна;;;V;https://oniks.org.ua/p2863456084-schityvatel-spkv-marine.html;;;-;;;;;;;;0.200;9.5;9.5;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203778;Вилка NA-UEA 1010 евро с з/к 16А черная;Вилка NA-UEA 1010 євро з з/к 16А чорна;16А, UEA 16А, 16А UEA, вилка uea, uea вилка, вилка электрическая, штекер питания, вилка для кабеля, электрическая вилка разъем, штекер сетевой, вилка 220в, вилка для провода, разъем вилка;16А, UEA 16А, 16А UEA, вилка uea, uea вилка, вилка електрична, штекер живлення, вилка для кабелю, електрична вилка роз'єм, штекер мережевий, вилка 220в, вилка для проводу, роз'єм вилка;● Номинальный ток, А 16А,<br/>● С заземлением;● Номінальний струм, А 16А,<br/>● З заземленням;r;0,78;USD;шт.;;;;https://images.prom.ua/7218586181_vilka-na-uea-1010.jpg;+;10000;152196244;Вилки, колодки, удлинители;https://prom.ua/Udliniteli-elektricheskie;;;;;2983440850;99-10024884;513;;UEA;Китай;;;V;https://oniks.org.ua/p2983440850-vilka-uea-1010.html;;;-;;;;;;;;0.040;3.0;3.0;8.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203614;Корпус пластиковый 12-мод., навесной IP66, CS-UEA;Корпус пластиковий 12-мод., навісний IP66, CS-UEA;12-МОД, UEA 12-МОД, 12-МОД UEA, электрощит uea, uea электрощит, электрощит модульный, распределительный щит, щиток электрический, шкаф электрощита, щит для дома, щит распределительный, корпус электрощита, щиток настенный;12-МОД, UEA 12-МОД, 12-МОД UEA, електрощит uea, uea електрощит, електрощит модульний, розподільчий щит, щиток електричний, шафа електрощита, щит для дому, щит розподільчий, корпус електрощита, щиток настінний;● Тип монтажа Навесной,<br/><br/>● Количество модулей 12,<br/><br/>● Габариты (ВхШхГ) 186х286х120,<br/><br/>● Степень защиты – IP IP66,<br/><br/>● Материал корпуса Пластик;● Тип монтажу Навісний,<br/><br/>● Кількість модулів 12,<br/><br/>● Габарити (ВхШхГ) 186х286х120,<br/><br/>● Ступінь захисту - IP IP66,<br/><br/>● Матеріал корпусу Пластик;r;13,19;USD;шт.;;;;https://images.prom.ua/7218584383_korpus-plastikovyj-12-mod.jpg;+;10000;152133464;Модульные электрощиты;https://prom.ua/Raspredelitelnye-schity;;;;;2983439723;99-00017888;50904;;UEA;Китай;;;V;https://oniks.org.ua/p2983439723-korpus-plastikovyj-mod.html;;;-;;;;;;;;0.980;19.0;12.5;29.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203230;Гайка зубчатая фланцевая Photonica DIN 6923 M10 A2 (6923-10);Гайка зубчаста фланцева Photonica DIN 6923 M10 A2 (6923-10);M10, Photonica M10, M10 Photonica, комплектующие солнечных панелей photonica, photonica комплектующие солнечных панелей, комплектующие солнечных панелей, аксессуары солнечных систем, элементы солнечной системы, кабели для солнечных панелей, разъемы для солнечных панелей, оборудование для солнечных систем, запчасти солнечных панелей, компоненты pv;M10, Photonica M10, M10 Photonica, комплектуючі сонячних панелей photonica, photonica комплектуючі сонячних панелей, комплектуючі сонячних панелей, аксесуари сонячних систем, елементи сонячної системи, кабелі для сонячних панелей, роз'єми для сонячних панелей, обладнання для сонячних систем, запчастини сонячних панелей, компоненти pv;Гайка зубчатая фланцевая DIN 6923 M10 A2 (6923-10);Гайка зубчаста фланцева DIN 6923 M10 A2 (6923-10);r;0,27;USD;шт.;;;;https://images.prom.ua/7218585421_gajka-zubchataya-flantsevaya.jpg;+;10000;152084460;Комплектующие для солнечных панелей;https://prom.ua/Komplektuyuschie-dlya-alternativnyh-istochnikov-energii;;;;;2983440244;99-00021630;101003;;Photonica;Україна;;;V;https://oniks.org.ua/p2983440244-gajka-zubchataya-flantsevaya.html;;;-;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
203783;Вилка переносная UEA 015 16А 380В 3Р+N+Е IP44;Вилка переносна UEA 015 16А 380В 3Р+N+Е IP44;3Р+N+Е, UEA 3Р+N+Е, 3Р+N+Е UEA, вилка uea, uea вилка, вилка электрическая, штекер питания, вилка для кабеля, электрическая вилка разъем, штекер сетевой, вилка 220в, вилка для провода, разъем вилка;3Р+N+Е, UEA 3Р+N+Е, 3Р+N+Е UEA, вилка uea, uea вилка, вилка електрична, штекер живлення, вилка для кабелю, електрична вилка роз'єм, штекер мережевий, вилка 220в, вилка для проводу, роз'єм вилка;● Напряжение, В 380,<br/>● Тип монтажа переносной,<br/>● Степень защиты – IP 44,<br/>● Контакты силовой розетки 3Р+N+Е,<br/>● Ампераж 16А;● Напруга, В 380,<br/>● Тип монтажу переносний,<br/>● Ступінь захисту – IP 44,<br/>● Контакти розетки 3Р+N+Е,<br/>● Ампераж 16А;r;2,53;USD;шт.;;;;https://images.prom.ua/7218586244_vilka-perenosnaya-uea.jpg;+;5;140905382;Безопасность и комфорт;https://prom.ua/Vilki-i-rozetki;;;;;2983778019;prom_99-10033503;141905;;UEA;Китай;;;Vmin, V;https://oniks.org.ua/p2983778019-vilka-perenosnaya-uea.html;;;-;;;;;;;;0.100;6.5;6.5;13.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
