prom_category_id;prom_category_name;Приналежність*:6;Група*:13;Вид*:21;royalty_percent;price_from;price_to;threshold;coef_uncategorized;coef_no_base;coef_viatec;coef_secur;coef_lp;coef
;;;;;;;;;1.4;1.2;;;;
513;Комплектующие для освещения и электрики > Электрические удлинители;дім;техніка;подовжувач;15;0;18000;1.33;;;0.9;0.9;1;
513;Комплектующие для освещения и электрики > Электрические удлинители;дім;техніка;подовжувач;10;18000;9999999999999.99;1.25;;;0.9;0.9;1;
518;Аудиотехника и аксессуары > Акустические системы;акустика і навушники;акустичні системи;акустична система;15;0;5000;1.33;;;0.9;0.9;1;
518;Аудиотехника и аксессуары > Акустические системы;акустика і навушники;акустичні системи;акустична система;12;5000;12000;1.28;;;0.9;0.9;1;
518;Аудиотехника и аксессуары > Акустические системы;акустика і навушники;акустичні системи;акустична система;10;12000;9999999999999.99;1.25;;;0.9;0.9;1;
602;Крупная бытовая техника для кухни > Холодильники;побутова техніка;велика побутова техніка;холодильник;7;0;25000;1.21;;;0.9;0.9;1;
602;Крупная бытовая техника для кухни > Холодильники;побутова техніка;велика побутова техніка;холодильник;4;25000;9999999999999.99;1.17;;;0.9;0.9;1;
608;Бытовая техника для дома > Пылесосы;побутова техніка;дрібна побутова техніка;пилосос;15;0;18000;1.33;;;0.9;0.9;1;
608;Бытовая техника для дома > Пылесосы;побутова техніка;дрібна побутова техніка;пилосос;10;18000;9999999999999.99;1.25;;;0.9;0.9;1;
623;Аксессуары для телевизоров и проекторов > ДУ пульты;дім;техніка;пульт дистанційного керування;15;0;18000;1.33;;;0.9;0.9;1;
623;Аксессуары для телевизоров и проекторов > ДУ пульты;дім;техніка;пульт дистанційного керування;10;18000;9999999999999.99;1.25;;;0.9;0.9;1;
625;Климатическая техника > Увлажнители и очистители воздуха;побутова техніка;кліматична техніка;зволожувач повітря;12;0;8000;1.28;;;0.9;0.9;1;
625;Климатическая техника > Увлажнители и очистители воздуха;побутова техніка;кліматична техніка;зволожувач повітря;10;8000;9999999999999.99;1.25;;;0.9;0.9;1;
706;Компьютерная техника и ПО > Мониторы;ноутбуки, комп'ютери і планшети;монітори;монітор;10;0;20000;1.25;;;0.9;0.9;1;
706;Компьютерная техника и ПО > Мониторы;ноутбуки, комп'ютери і планшети;монітори;монітор;7;20000;50000;1.21;;;0.9;0.9;1;
706;Компьютерная техника и ПО > Мониторы;ноутбуки, комп'ютери і планшети;монітори;монітор;5;50000;9999999999999.99;1.18;;;0.9;0.9;1;
1336;Аксессуары и фурнитура для окон и дверей > Дверные звонки;дім;безпечний дім;дзвінок;15;0;10000;1.33;;;0.9;0.9;1;
1336;Аксессуары и фурнитура для окон и дверей > Дверные звонки;дім;безпечний дім;дзвінок;12;10000;30000;1.28;;;0.9;0.9;1;
1336;Аксессуары и фурнитура для окон и дверей > Дверные звонки;дім;безпечний дім;дзвінок;10;30000;9999999999999.99;1.25;;;0.9;0.9;1;
1354;Леса и другие конструкции для ремонтно-строительных работ > Комплектующие для лестниц и строительных лесов;дім;ремонт і будівельні матеріали;сходи;18;0;4000;1.38;;;0.9;0.9;1;
1354;Леса и другие конструкции для ремонтно-строительных работ > Комплектующие для лестниц и строительных лесов;дім;ремонт і будівельні матеріали;сходи;15;4000;7000;1.33;;;0.9;0.9;1;
1354;Леса и другие конструкции для ремонтно-строительных работ > Комплектующие для лестниц и строительных лесов;дім;ремонт і будівельні матеріали;сходи;12;7000;10000;1.28;;;0.9;0.9;1;
1354;Леса и другие конструкции для ремонтно-строительных работ > Комплектующие для лестниц и строительных лесов;дім;ремонт і будівельні матеріали;сходи;10;10000;20000;1.25;;;0.9;0.9;1;
1354;Леса и другие конструкции для ремонтно-строительных работ > Комплектующие для лестниц и строительных лесов;дім;ремонт і будівельні матеріали;сходи;7;20000;100000;1.21;;;0.9;0.9;1;
1354;Леса и другие конструкции для ремонтно-строительных работ > Комплектующие для лестниц и строительных лесов;дім;ремонт і будівельні матеріали;сходи;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
1507;Аудиотехника и аксессуары > Батарейки;дім;техніка;батарейки;15;0;18000;1.33;;;0.9;0.9;1;
1507;Аудиотехника и аксессуары > Батарейки;дім;техніка;батарейки;10;18000;9999999999999.99;1.25;;;0.9;0.9;1;
1902;Видеотехника > Видеокамеры, экшн-камеры;телевізори, фото і відео техніка;фото і відео техніка;екшн камера;12;0;2000;1.28;;;0.9;0.9;1;
1902;Видеотехника > Видеокамеры, экшн-камеры;телевізори, фото і відео техніка;фото і відео техніка;екшн камера;10;2000;4000;1.25;;;0.9;0.9;1;
1902;Видеотехника > Видеокамеры, экшн-камеры;телевізори, фото і відео техніка;фото і відео техніка;екшн камера;7;4000;9999999999999.99;1.21;;;0.9;0.9;1;
2657;Фото-, видеокамеры и аксессуары > Квадрокоптеры;спорт і активний відпочинок;радіокеровані пристрої;дрон;18;0;10000;1.38;;;0.9;0.9;1;
2657;Фото-, видеокамеры и аксессуары > Квадрокоптеры;спорт і активний відпочинок;радіокеровані пристрої;дрон;12;10000;50000;1.28;;;0.9;0.9;1;
2657;Фото-, видеокамеры и аксессуары > Квадрокоптеры;спорт і активний відпочинок;радіокеровані пристрої;дрон;7;50000;70000;1.21;;;0.9;0.9;1;
2657;Фото-, видеокамеры и аксессуары > Квадрокоптеры;спорт і активний відпочинок;радіокеровані пристрої;дрон;5;70000;100000;1.18;;;0.9;0.9;1;
2657;Фото-, видеокамеры и аксессуары > Квадрокоптеры;спорт і активний відпочинок;радіокеровані пристрої;дрон;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
2703;Товары для ухода за домашними животными > Средства для гигиены животных;зоотовари;утримання тварин;грумінг-сушарка для тварин;15;0;5000;1.33;;;0.9;0.9;1;
2703;Товары для ухода за домашними животными > Средства для гигиены животных;зоотовари;утримання тварин;грумінг-сушарка для тварин;12;5000;10000;1.28;;;0.9;0.9;1;
2703;Товары для ухода за домашними животными > Средства для гигиены животных;зоотовари;утримання тварин;грумінг-сушарка для тварин;10;10000;20000;1.25;;;0.9;0.9;1;
2703;Товары для ухода за домашними животными > Средства для гигиены животных;зоотовари;утримання тварин;грумінг-сушарка для тварин;7;20000;9999999999999.99;1.21;;;0.9;0.9;1;
3029;Система умный дом > Домофоны;дім;безпечний дім;домофон;15;0;10000;1.33;;;0.9;0.9;1;
3029;Система умный дом > Домофоны;дім;безпечний дім;домофон;12;10000;30000;1.28;;;0.9;0.9;1;
3029;Система умный дом > Домофоны;дім;безпечний дім;домофон;10;30000;9999999999999.99;1.25;;;0.9;0.9;1;
3030;Средства и системы СКУД > Системы СКУД;дім;товари для бізнесу;контролери та зчитувачі;18;0;5000;1.38;;;0.9;0.9;1;
3030;Средства и системы СКУД > Системы СКУД;дім;товари для бізнесу;контролери та зчитувачі;12;5000;10000;1.28;;;0.9;0.9;1;
3030;Средства и системы СКУД > Системы СКУД;дім;товари для бізнесу;контролери та зчитувачі;10;10000;20000;1.25;;;0.9;0.9;1;
3030;Средства и системы СКУД > Системы СКУД;дім;товари для бізнесу;контролери та зчитувачі;7;20000;9999999999999.99;1.21;;;0.9;0.9;1;
30813;Спецодежда и обувь > Защитная спецодежда;дім;інструменти;маски та респіратори;18;0;4000;1.38;;;0.9;0.9;1;
30813;Спецодежда и обувь > Защитная спецодежда;дім;інструменти;маски та респіратори;15;4000;7000;1.33;;;0.9;0.9;1;
30813;Спецодежда и обувь > Защитная спецодежда;дім;інструменти;маски та респіратори;12;7000;10000;1.28;;;0.9;0.9;1;
30813;Спецодежда и обувь > Защитная спецодежда;дім;інструменти;маски та респіратори;10;10000;20000;1.25;;;0.9;0.9;1;
30813;Спецодежда и обувь > Защитная спецодежда;дім;інструменти;маски та респіратори;7;20000;100000;1.21;;;0.9;0.9;1;
30813;Спецодежда и обувь > Защитная спецодежда;дім;інструменти;маски та респіратори;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
33915;Аксессуары > Дождевики;воєнторг;тактичне спорядження;тактичний дощовик;9;0;2000;1.24;;;0.9;0.9;1;
33915;Аксессуары > Дождевики;воєнторг;тактичне спорядження;тактичний дощовик;8;2000;15000;1.22;;;0.9;0.9;1;
33915;Аксессуары > Дождевики;воєнторг;тактичне спорядження;тактичний дощовик;7;15000;50000;1.21;;;0.9;0.9;1;
33915;Аксессуары > Дождевики;воєнторг;тактичне спорядження;тактичний дощовик;5;50000;100000;1.18;;;0.9;0.9;1;
33915;Аксессуары > Дождевики;воєнторг;тактичне спорядження;тактичний дощовик;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
50505;Радиоизмерительные приборы > Металлоискатели, металлодетекторы;дім;інструменти;металошукач;18;0;4000;1.38;;;0.9;0.9;1;
50505;Радиоизмерительные приборы > Металлоискатели, металлодетекторы;дім;інструменти;металошукач;15;4000;7000;1.33;;;0.9;0.9;1;
50505;Радиоизмерительные приборы > Металлоискатели, металлодетекторы;дім;інструменти;металошукач;12;7000;10000;1.28;;;0.9;0.9;1;
50505;Радиоизмерительные приборы > Металлоискатели, металлодетекторы;дім;інструменти;металошукач;10;10000;20000;1.25;;;0.9;0.9;1;
50505;Радиоизмерительные приборы > Металлоискатели, металлодетекторы;дім;інструменти;металошукач;7;20000;100000;1.21;;;0.9;0.9;1;
50505;Радиоизмерительные приборы > Металлоискатели, металлодетекторы;дім;інструменти;металошукач;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
50904;Оборудование для электроснабжения > Щитовое оборудование;дім;інструменти;аксесуари для щитів і нво;18;0;4000;1.38;;;0.9;0.9;1;
50904;Оборудование для электроснабжения > Щитовое оборудование;дім;інструменти;аксесуари для щитів і нво;15;4000;7000;1.33;;;0.9;0.9;1;
50904;Оборудование для электроснабжения > Щитовое оборудование;дім;інструменти;аксесуари для щитів і нво;12;7000;10000;1.28;;;0.9;0.9;1;
50904;Оборудование для электроснабжения > Щитовое оборудование;дім;інструменти;аксесуари для щитів і нво;10;10000;20000;1.25;;;0.9;0.9;1;
50904;Оборудование для электроснабжения > Щитовое оборудование;дім;інструменти;аксесуари для щитів і нво;7;20000;100000;1.21;;;0.9;0.9;1;
50904;Оборудование для электроснабжения > Щитовое оборудование;дім;інструменти;аксесуари для щитів і нво;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
50906;Средства связи и позиционирования > Переговорные устройства;воєнторг;тактичне спорядження;рація;9;0;2000;1.24;;;0.9;0.9;1;
50906;Средства связи и позиционирования > Переговорные устройства;воєнторг;тактичне спорядження;рація;8;2000;15000;1.22;;;0.9;0.9;1;
50906;Средства связи и позиционирования > Переговорные устройства;воєнторг;тактичне спорядження;рація;7;15000;50000;1.21;;;0.9;0.9;1;
50906;Средства связи и позиционирования > Переговорные устройства;воєнторг;тактичне спорядження;рація;5;50000;100000;1.18;;;0.9;0.9;1;
50906;Средства связи и позиционирования > Переговорные устройства;воєнторг;тактичне спорядження;рація;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
50918;Инструмент для сетевых работ > Кабельные тестеры, wi-fi тестеры;дім;інструменти;тестер;18;0;4000;1.38;;;0.9;0.9;1;
50918;Инструмент для сетевых работ > Кабельные тестеры, wi-fi тестеры;дім;інструменти;тестер;15;4000;7000;1.33;;;0.9;0.9;1;
50918;Инструмент для сетевых работ > Кабельные тестеры, wi-fi тестеры;дім;інструменти;тестер;12;7000;10000;1.28;;;0.9;0.9;1;
50918;Инструмент для сетевых работ > Кабельные тестеры, wi-fi тестеры;дім;інструменти;тестер;10;10000;20000;1.25;;;0.9;0.9;1;
50918;Инструмент для сетевых работ > Кабельные тестеры, wi-fi тестеры;дім;інструменти;тестер;7;20000;100000;1.21;;;0.9;0.9;1;
50918;Инструмент для сетевых работ > Кабельные тестеры, wi-fi тестеры;дім;інструменти;тестер;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
50928;Активное сетевое оборудование > Оборудование для питания по ethernet;ноутбуки, комп'ютери і планшети;мережеве обладнання;мережевий адаптер;12;0;1000;1.28;;;0.9;0.9;1;
50928;Активное сетевое оборудование > Оборудование для питания по ethernet;ноутбуки, комп'ютери і планшети;мережеве обладнання;мережевий адаптер;10;1000;9000;1.25;;;0.9;0.9;1;
50928;Активное сетевое оборудование > Оборудование для питания по ethernet;ноутбуки, комп'ютери і планшети;мережеве обладнання;мережевий адаптер;7;9000;9999999999999.99;1.21;;;0.9;0.9;1;
52806;Системы использующие солнечную энергию > Солнечные панели;дім;техніка;комплект сонячної електростанції;15;0;18000;1.33;;;0.9;0.9;1;
52806;Системы использующие солнечную энергию > Солнечные панели;дім;техніка;комплект сонячної електростанції;10;18000;9999999999999.99;1.25;;;0.9;0.9;1;
53004;Электрика > Электрические розетки;дім;інструменти;розетка;18;0;4000;1.38;;;0.9;0.9;1;
53004;Электрика > Электрические розетки;дім;інструменти;розетка;15;4000;7000;1.33;;;0.9;0.9;1;
53004;Электрика > Электрические розетки;дім;інструменти;розетка;12;7000;10000;1.28;;;0.9;0.9;1;
53004;Электрика > Электрические розетки;дім;інструменти;розетка;10;10000;20000;1.25;;;0.9;0.9;1;
53004;Электрика > Электрические розетки;дім;інструменти;розетка;7;20000;100000;1.21;;;0.9;0.9;1;
53004;Электрика > Электрические розетки;дім;інструменти;розетка;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
53005;Комплектующие для освещения и электрики > Вилки электрические;дім;інструменти;вилка кабельна;18;0;4000;1.38;;;0.9;0.9;1;
53005;Комплектующие для освещения и электрики > Вилки электрические;дім;інструменти;вилка кабельна;15;4000;7000;1.33;;;0.9;0.9;1;
53005;Комплектующие для освещения и электрики > Вилки электрические;дім;інструменти;вилка кабельна;12;7000;10000;1.28;;;0.9;0.9;1;
53005;Комплектующие для освещения и электрики > Вилки электрические;дім;інструменти;вилка кабельна;10;10000;20000;1.25;;;0.9;0.9;1;
53005;Комплектующие для освещения и электрики > Вилки электрические;дім;інструменти;вилка кабельна;7;20000;100000;1.21;;;0.9;0.9;1;
53005;Комплектующие для освещения и электрики > Вилки электрические;дім;інструменти;вилка кабельна;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
63022;Бытовая техника для дома > Пароочистители;побутова техніка;дрібна побутова техніка;пароочищувач;15;0;18000;1.33;;;0.9;0.9;1;
63022;Бытовая техника для дома > Пароочистители;побутова техніка;дрібна побутова техніка;пароочищувач;10;18000;9999999999999.99;1.25;;;0.9;0.9;1;
63701;Аудиотехника и аксессуары > Усилители звука;акустика і навушники;акустичні системи;стереопідсилювач;15;0;5000;1.33;;;0.9;0.9;1;
63701;Аудиотехника и аксессуары > Усилители звука;акустика і навушники;акустичні системи;стереопідсилювач;12;5000;12000;1.28;;;0.9;0.9;1;
63701;Аудиотехника и аксессуары > Усилители звука;акустика і навушники;акустичні системи;стереопідсилювач;10;12000;9999999999999.99;1.25;;;0.9;0.9;1;
63705;Носители информации > Карты памяти;смартфони, телефони і аксесуари;аксесуари для мобільних телефонів і смартфонів;карта пам'яті;18;0;9999999999999.99;1.38;;;0.9;0.9;1;
63708;Аксессуары для телевизоров и проекторов > Крепления и лифты для бытовой, цифровой техники;телевізори, фото і відео техніка;телевізори;кріплення для телевізора;18;0;6000;1.38;;;0.9;0.9;1;
63708;Аксессуары для телевизоров и проекторов > Крепления и лифты для бытовой, цифровой техники;телевізори, фото і відео техніка;телевізори;кріплення для телевізора;15;6000;12000;1.33;;;0.9;0.9;1;
63708;Аксессуары для телевизоров и проекторов > Крепления и лифты для бытовой, цифровой техники;телевізори, фото і відео техніка;телевізори;кріплення для телевізора;12;12000;9999999999999.99;1.28;;;0.9;0.9;1;
63719;Аксессуары для телевизоров и проекторов > Кабели для электроники;телевізори, фото і відео техніка;телевізори;перехідник;18;0;9999999999999.99;1.38;;;0.9;0.9;1;
64404;Запчасти и аксессуары для бытовой техники > Запчасти для пылесосов, пароочистителей;побутова техніка;дрібна побутова техніка;комплект для пилососа;15;0;18000;1.33;;;0.9;0.9;1;
64404;Запчасти и аксессуары для бытовой техники > Запчасти для пылесосов, пароочистителей;побутова техніка;дрібна побутова техніка;комплект для пилососа;10;18000;9999999999999.99;1.25;;;0.9;0.9;1;
64430;Запчастини для зволожувачів, очищувачів повітря;побутова техніка;кліматична техніка;фільтр кліматичний;12;0;19000;1.28;;;0.9;0.9;1;
64430;Запчастини для зволожувачів, очищувачів повітря;побутова техніка;кліматична техніка;фільтр кліматичний;10;19000;9999999999999.99;1.25;;;0.9;0.9;1;
70105;Компьютерная техника и ПО > Планшеты;ноутбуки, комп'ютери і планшети;планшети та аксесуари;графічний планшет;10;0;9999999999999.99;1.25;;;0.9;0.9;1;
70306;Монтажное оборудование > Монтажные шкафы;ноутбуки, комп'ютери і планшети;мережеве обладнання;серверна шафа;15;0;9999999999999.99;1.33;;;0.9;0.9;1;
70308;Серверное оборудование > Аксессуары и комплектующие для серверного оборудования;ноутбуки, комп'ютери і планшети;мережеве обладнання;перехідник;12;0;1000;1.28;;;0.9;0.9;1;
70308;Серверное оборудование > Аксессуары и комплектующие для серверного оборудования;ноутбуки, комп'ютери і планшети;мережеве обладнання;перехідник;10;1000;9000;1.25;;;0.9;0.9;1;
70308;Серверное оборудование > Аксессуары и комплектующие для серверного оборудования;ноутбуки, комп'ютери і планшети;мережеве обладнання;перехідник;7;9000;9999999999999.99;1.21;;;0.9;0.9;1;
70501;Носители информации > USB накопители;ноутбуки, комп'ютери і планшети;аксесуари;флеш пам'ять usb;15;0;9999999999999.99;1.33;;;0.9;0.9;1;
70704;Комплектующие для компьютерной техники > Внутренние и внешние жесткие диски, HDD, SSD;ноутбуки, комп'ютери і планшети;аксесуари;внутрішній жорсткий диск;15;0;9999999999999.99;1.33;;;0.9;0.9;1;
70807;Серверное оборудование > Сетевые накопители;ноутбуки, комп'ютери і планшети;мережеве обладнання;мережеве сховище;12;0;1000;1.28;;;0.9;0.9;1;
70807;Серверное оборудование > Сетевые накопители;ноутбуки, комп'ютери і планшети;мережеве обладнання;мережеве сховище;10;1000;9000;1.25;;;0.9;0.9;1;
70807;Серверное оборудование > Сетевые накопители;ноутбуки, комп'ютери і планшети;мережеве обладнання;мережеве сховище;7;9000;9999999999999.99;1.21;;;0.9;0.9;1;
71109;Повербанки и зарядные станции > Повербанки;смартфони, телефони і аксесуари;аксесуари для мобільних телефонів і смартфонів;повербанк;18;0;9999999999999.99;1.38;;;0.9;0.9;1;
71113;Компьютерные аксессуары > Компьютерные клавиатуры;ноутбуки, комп'ютери і планшети;аксесуари;клавіатура;18;0;9999999999999.99;1.38;;;0.9;0.9;1;
71902;Беспроводная связь > Роутеры;ноутбуки, комп'ютери і планшети;мережеве обладнання;маршрутизатор;12;0;1000;1.28;;;0.9;0.9;1;
71902;Беспроводная связь > Роутеры;ноутбуки, комп'ютери і планшети;мережеве обладнання;маршрутизатор;10;1000;9000;1.25;;;0.9;0.9;1;
71902;Беспроводная связь > Роутеры;ноутбуки, комп'ютери і планшети;мережеве обладнання;маршрутизатор;7;9000;9999999999999.99;1.21;;;0.9;0.9;1;
71903;Активное сетевое оборудование > Коммутаторы;ноутбуки, комп'ютери і планшети;мережеве обладнання;комутатор;12;0;1000;1.28;;;0.9;0.9;1;
71903;Активное сетевое оборудование > Коммутаторы;ноутбуки, комп'ютери і планшети;мережеве обладнання;комутатор;10;1000;9000;1.25;;;0.9;0.9;1;
71903;Активное сетевое оборудование > Коммутаторы;ноутбуки, комп'ютери і планшети;мережеве обладнання;комутатор;7;9000;9999999999999.99;1.21;;;0.9;0.9;1;
100703;Системы использующие солнечную энергию > Солнечные контроллеры;дім;техніка;контролер заряду сонячних батарей;12;0;9999999999999.99;1.28;;;0.9;0.9;1;
101003;Альтернативные источники энергии > Комплектующие для альтернативных источников энергии;дім;техніка;комплект сонячної електростанції;15;0;18000;1.33;;;0.9;0.9;1;
101003;Альтернативные источники энергии > Комплектующие для альтернативных источников энергии;дім;техніка;комплект сонячної електростанції;10;18000;9999999999999.99;1.25;;;0.9;0.9;1;
121105;Оборудование для автомоек > Аппараты высокого давления;автотовари, інструменти;авто і мото;автомийка;13;0;3000;1.29;;;0.9;0.9;1;
121105;Оборудование для автомоек > Аппараты высокого давления;автотовари, інструменти;авто і мото;автомийка;7;3000;10000;1.21;;;0.9;0.9;1;
121105;Оборудование для автомоек > Аппараты высокого давления;автотовари, інструменти;авто і мото;автомийка;5;10000;20000;1.18;;;0.9;0.9;1;
121105;Оборудование для автомоек > Аппараты высокого давления;автотовари, інструменти;авто і мото;автомийка;3;20000;9999999999999.99;1.16;;;0.9;0.9;1;
121246;Средства аварийной безопасности > Наборы и аксессуары для автомобилиста;автотовари, інструменти;інструменти і обладнання;набір ключів;18;0;4000;1.38;;;0.9;0.9;1;
121246;Средства аварийной безопасности > Наборы и аксессуары для автомобилиста;автотовари, інструменти;інструменти і обладнання;набір ключів;15;4000;7000;1.33;;;0.9;0.9;1;
121246;Средства аварийной безопасности > Наборы и аксессуары для автомобилиста;автотовари, інструменти;інструменти і обладнання;набір ключів;12;7000;10000;1.28;;;0.9;0.9;1;
121246;Средства аварийной безопасности > Наборы и аксессуары для автомобилиста;автотовари, інструменти;інструменти і обладнання;набір ключів;10;10000;20000;1.25;;;0.9;0.9;1;
121246;Средства аварийной безопасности > Наборы и аксессуары для автомобилиста;автотовари, інструменти;інструменти і обладнання;набір ключів;7;20000;100000;1.21;;;0.9;0.9;1;
121246;Средства аварийной безопасности > Наборы и аксессуары для автомобилиста;автотовари, інструменти;інструменти і обладнання;набір ключів;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
135605;Ворота, ограждения, шлагбаумы и комплектующие > Шлагбаумы;дім;товари для бізнесу;шлагбаум;18;0;5000;1.38;;;0.9;0.9;1;
135605;Ворота, ограждения, шлагбаумы и комплектующие > Шлагбаумы;дім;товари для бізнесу;шлагбаум;12;5000;10000;1.28;;;0.9;0.9;1;
135605;Ворота, ограждения, шлагбаумы и комплектующие > Шлагбаумы;дім;товари для бізнесу;шлагбаум;10;10000;20000;1.25;;;0.9;0.9;1;
135605;Ворота, ограждения, шлагбаумы и комплектующие > Шлагбаумы;дім;товари для бізнесу;шлагбаум;7;20000;9999999999999.99;1.21;;;0.9;0.9;1;
141002;Компрессоры > Компрессоры поршневые;дім;інструменти;компресор;18;0;4000;1.38;;;0.9;0.9;1;
141002;Компрессоры > Компрессоры поршневые;дім;інструменти;компресор;15;4000;7000;1.33;;;0.9;0.9;1;
141002;Компрессоры > Компрессоры поршневые;дім;інструменти;компресор;12;7000;10000;1.28;;;0.9;0.9;1;
141002;Компрессоры > Компрессоры поршневые;дім;інструменти;компресор;10;10000;20000;1.25;;;0.9;0.9;1;
141002;Компрессоры > Компрессоры поршневые;дім;інструменти;компресор;7;20000;100000;1.21;;;0.9;0.9;1;
141002;Компрессоры > Компрессоры поршневые;дім;інструменти;компресор;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
141702;Оснастка для инструмента > Отверточные биты;дім;інструменти;біта;18;0;4000;1.38;;;0.9;0.9;1;
141702;Оснастка для инструмента > Отверточные биты;дім;інструменти;біта;15;4000;7000;1.33;;;0.9;0.9;1;
141702;Оснастка для инструмента > Отверточные биты;дім;інструменти;біта;12;7000;10000;1.28;;;0.9;0.9;1;
141702;Оснастка для инструмента > Отверточные биты;дім;інструменти;біта;10;10000;20000;1.25;;;0.9;0.9;1;
141702;Оснастка для инструмента > Отверточные биты;дім;інструменти;біта;7;20000;100000;1.21;;;0.9;0.9;1;
141702;Оснастка для инструмента > Отверточные биты;дім;інструменти;біта;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
141703;Электроинструмент > Фрезерные машины;дім;інструменти;фрезер;18;0;4000;1.38;;;0.9;0.9;1;
141703;Электроинструмент > Фрезерные машины;дім;інструменти;фрезер;15;4000;7000;1.33;;;0.9;0.9;1;
141703;Электроинструмент > Фрезерные машины;дім;інструменти;фрезер;12;7000;10000;1.28;;;0.9;0.9;1;
141703;Электроинструмент > Фрезерные машины;дім;інструменти;фрезер;10;10000;20000;1.25;;;0.9;0.9;1;
141703;Электроинструмент > Фрезерные машины;дім;інструменти;фрезер;7;20000;100000;1.21;;;0.9;0.9;1;
141703;Электроинструмент > Фрезерные машины;дім;інструменти;фрезер;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
141706;Электроинструмент > Строительные фены;дім;інструменти;фен будівельний;18;0;4000;1.38;;;0.9;0.9;1;
141706;Электроинструмент > Строительные фены;дім;інструменти;фен будівельний;15;4000;7000;1.33;;;0.9;0.9;1;
141706;Электроинструмент > Строительные фены;дім;інструменти;фен будівельний;12;7000;10000;1.28;;;0.9;0.9;1;
141706;Электроинструмент > Строительные фены;дім;інструменти;фен будівельний;10;10000;20000;1.25;;;0.9;0.9;1;
141706;Электроинструмент > Строительные фены;дім;інструменти;фен будівельний;7;20000;100000;1.21;;;0.9;0.9;1;
141706;Электроинструмент > Строительные фены;дім;інструменти;фен будівельний;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
141711;Электроинструмент > Дрели, шуруповерты;дім;інструменти;дриль;18;0;4000;1.38;;;0.9;0.9;1;
141711;Электроинструмент > Дрели, шуруповерты;дім;інструменти;дриль;15;4000;7000;1.33;;;0.9;0.9;1;
141711;Электроинструмент > Дрели, шуруповерты;дім;інструменти;дриль;12;7000;10000;1.28;;;0.9;0.9;1;
141711;Электроинструмент > Дрели, шуруповерты;дім;інструменти;дриль;10;10000;20000;1.25;;;0.9;0.9;1;
141711;Электроинструмент > Дрели, шуруповерты;дім;інструменти;дриль;7;20000;100000;1.21;;;0.9;0.9;1;
141711;Электроинструмент > Дрели, шуруповерты;дім;інструменти;дриль;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
141714;Электроинструмент > Электрические гайковерты;дім;інструменти;гайкокрут;18;0;4000;1.38;;;0.9;0.9;1;
141714;Электроинструмент > Электрические гайковерты;дім;інструменти;гайкокрут;15;4000;7000;1.33;;;0.9;0.9;1;
141714;Электроинструмент > Электрические гайковерты;дім;інструменти;гайкокрут;12;7000;10000;1.28;;;0.9;0.9;1;
141714;Электроинструмент > Электрические гайковерты;дім;інструменти;гайкокрут;10;10000;20000;1.25;;;0.9;0.9;1;
141714;Электроинструмент > Электрические гайковерты;дім;інструменти;гайкокрут;7;20000;100000;1.21;;;0.9;0.9;1;
141714;Электроинструмент > Электрические гайковерты;дім;інструменти;гайкокрут;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
141717;Электроинструмент > Шлифовальные машины;дім;інструменти;шліфувальна машина;18;0;4000;1.38;;;0.9;0.9;1;
141717;Электроинструмент > Шлифовальные машины;дім;інструменти;шліфувальна машина;15;4000;7000;1.33;;;0.9;0.9;1;
141717;Электроинструмент > Шлифовальные машины;дім;інструменти;шліфувальна машина;12;7000;10000;1.28;;;0.9;0.9;1;
141717;Электроинструмент > Шлифовальные машины;дім;інструменти;шліфувальна машина;10;10000;20000;1.25;;;0.9;0.9;1;
141717;Электроинструмент > Шлифовальные машины;дім;інструменти;шліфувальна машина;7;20000;100000;1.21;;;0.9;0.9;1;
141717;Электроинструмент > Шлифовальные машины;дім;інструменти;шліфувальна машина;3;100000;9999999999999.99;1.16;;;0.9;0.9;1;
141718;Электроинструмент > Штроборезы;дім;інструменти;штроборіз;18;0;4000;1.38;;;0.9;0.9;1;
141718;Электроинструмент > Штроборезы;дім;інструменти;штроборіз;15;4000;7000;1.33;;;0.9;0.9;1;
141718;Электроинструмент > Штроборезы;дім;інструменти;штроборіз;12;7000;10000;1.28;;;0.9;0.9;1;
141718;Электроинструмент > Штроборезы;дім;інструменти;штроборіз;10;10000;20000;1.25;;;0.9;0.9;1;
141718;Электроинструмент > Штроборезы;дім;інструменти;штроборіз;7;20000;100000;1.21;;;0.9;0.9;1;
